id,product_id,pdf_id,sort_order,created_at
6000,1500,6000,0,2026-05-10 17:17:47
6001,1501,6001,0,2026-05-10 17:17:47
6002,1504,6002,0,2026-05-10 17:17:47
6003,1505,6003,0,2026-05-10 17:17:47
6004,1510,6004,0,2026-05-10 17:17:47
6005,1514,6001,0,2026-05-10 17:17:47
