id,title,description,category,type,collection,is_new,subtype,manufacturer,catalog_id,finishes,position,sizes,thickness,material,shape,cut,diameter,length,width,height
1,L'Eau,"L’Eau captures the visual suspension of a gently rippling water surface, where the final ripples dissolve with quiet elegance. Light glides across the material in a subtle, profound way, evoking the shimmer of an infinity pool in a Mediterranean villa.",ceramice,NICHE TILES,L'Eau,False,,Sodai Design,,Glossy finish,,"60x120x0.6 cm, 120x280x0.6 cm",0.6 cm,Cold glazing porcelain,,Rectified,,,"60 cm, 120 cm","120 cm, 280 cm"
2,Animalier,"An erudite reinterpretation of bourgeois animalier upholstery, shifting from imitation to abstraction. The matte surface, with an almost velvety touch, recalls the refined interiors of the 1970s—reimagined through the contemporary lens of New York lofts or Parisian signature suites.",ceramice,NICHE TILES,Animalier,False,,Sodai Design,,3D finish,,"60x120x0.6 cm, 120x280x0.6 cm",0.6 cm,HD cold glazing digital porcelain,,Rectified,,,"60 cm, 120 cm","120 cm, 280 cm"
3,Tortuga,"A tortoiseshell texture that draws on the decorative language of vintage sunglasses, Art Deco combs, and cocktail handbag handles. The effect is deliberately artificial, striking a balance between retro aesthetics and a pop sensibility.",ceramice,NICHE TILES,Tortuga,False,,Sodai Design,,Glossy finish,,"60x120x0.6 cm, 120x280x0.6 cm",0.6 cm,HD cold glazing digital porcelain,,Rectified,,,"60 cm, 120 cm","120 cm, 280 cm"
4,Rad,"The moldings of the 70’s cars, furniture pieces inside mid-century bourgeois apartments, a little dowdy like some aged cognac in crystal bottles. Rad, burlwood interpreted through super-bright and deep glazed porcelain stoneware slabs, thanks to the particular lacquering. Three color proposals, Light, Mid and Dark.",ceramice,NICHE TILES,Rad,False,,Sodai Design,,Glossy finish,,"60x120x0.6 cm, 120x280x0.6 cm",0.6 cm,HD cold glazing digital porcelain,,Rectified,,,"60 cm, 120 cm","120 cm, 280 cm"
5,Majesty,"The Majesty covering, available in twenty-one lacquered and brilliant colours, is the result of the balance between real and dreamlike, expressed through surreal nuances. Thin stoneware slabs with a noble and seductive aura.",ceramice,NICHE TILES,Majesty,False,,Sodai Design,,Glossy finish,,"60x120x0.6 cm, 120x280x0.6 cm",0.6 cm,HD cold glazing digital porcelain,,Rectified,,,"60 cm, 120 cm","120 cm, 280 cm"
6,Roots,"The combination of terracotta’s materiality and typical porcelain manufacturing techniques, unique pieces in extruded natural stoneware streamed in six earthy colours. Roots enhances the technological potential of the material through craftsmanship.",ceramice,NICHE TILES,Roots,False,,Sodai Design,,,,6.5x24x1.1 cm,1.1 cm,Full body extruded porcelain,,,,,6.5 cm,24 cm
